Episode,Timestep,Window_Avg_Entropy,Success
8,26,0.05667490922461328,0
8,27,0.05166464727699895,0
8,28,0.05260175018903418,0
8,29,0.052316156247427095,0
8,30,0.050718397202223355,0
8,31,0.050200226341325635,0
8,32,0.05275260200561309,0
8,33,0.05335864089264236,0
8,34,0.055211120069334846,0
8,35,0.0566886054106723,0
8,36,0.0570730850219314,0
8,37,0.0598948122414465,0
9,1,0.10569683283752211,1
9,2,0.12160584807549632,1
9,3,0.11793083278010004,1
9,4,0.1206184431574084,1
9,5,0.10720400813397406,1
9,6,0.10934071083499002,1
9,7,0.09175090834366499,1
9,8,0.08648374407156978,1
9,9,0.08804578213833973,1
9,10,0.07764776120709407,1
9,11,0.06196094391114314,1
9,12,0.0681046618863707,1
9,13,0.07660062785094675,1
9,14,0.0723676440991013,1
9,15,0.06961725456706495,1
9,16,0.07008936422311113,1
9,17,0.06360423256275408,1
9,18,0.05615004710601712,1
9,19,0.0560468974240619,1
9,20,0.053244962358615394,1
9,21,0.0505795803824812,1
10,1,0.081040843336341,0
10,2,0.07908843811678148,0
10,3,0.07182615397631126,0
10,4,0.07369047602126444,0
10,5,0.06598745685646884,0
10,6,0.0741254058989759,0
10,7,0.08126337882784174,0
10,8,0.09340985349343431,0
10,9,0.09139789696612777,0
10,10,0.09766701234125733,0
10,11,0.08896008993919141,0
10,12,0.07971939804972183,0
10,13,0.06550545268522416,0
10,14,0.06533792102335007,0
10,15,0.06603471867314732,0
10,16,0.06847226893105443,0
10,17,0.08002670047399749,0
10,18,0.07814872969894462,0
10,19,0.07503039596139495,0
10,20,0.08447600388129743,0
10,21,0.08814692061061842,0
10,22,0.08164981366795757,0
10,23,0.08584573669723723,0
10,24,0.08419110682410005,0
10,25,0.07778473443469267,0
10,26,0.08673931116748934,0
10,27,0.07911790783184386,0
10,28,0.07607332699104644,0
10,29,0.07704104548957885,0
10,30,0.07071253324724074,0
10,31,0.07442072706821348,0
10,32,0.072023275211671,0
10,33,0.08526342428807708,0
10,34,0.09425585824532132,0
10,35,0.10419560469790652,0
10,36,0.0853487052443596,0
10,37,0.1302451561898656,0
11,1,0.14719072145152526,0
11,2,0.13007710461172584,0
11,3,0.14685747170976246,0
11,4,0.12880707549145104,0
11,5,0.12385009289016331,0
11,6,0.11069172048519424,0
11,7,0.11237625076328461,0
11,8,0.09515978508934256,0
11,9,0.10157431865790453,0
11,10,0.10155157757456941,0
11,11,0.10527008674439746,0
11,12,0.11210012228290829,0
11,13,0.11341039604059153,0
11,14,0.1204354488836539,0
11,15,0.1157325825292618,0
11,16,0.09690334068953417,0
11,17,0.08497324500633462,0
11,18,0.07936194185265566,0
11,19,0.07384397717767073,0
11,20,0.06923967927394198,0
11,21,0.06568704886433174,0
11,22,0.08197754190611665,0
11,23,0.08958904441387863,0
11,24,0.0807392044935401,0
11,25,0.09737541126779836,0
11,26,0.12984712343039212,0
11,27,0.11343295882334854,0
11,28,0.11793698283044877,0
11,29,0.11665361747191146,0
11,30,0.10800181746327842,0
11,31,0.08005386059594907,0
11,32,0.08183052441817337,0
11,33,0.0725373139138066,0
11,34,0.07674180045465545,0
11,35,0.07336161363154767,0
11,36,0.0711619621426095,0
11,37,0.0664190375381298,0
12,1,0.08244729346350105,0
12,2,0.06670673374057903,0
12,3,0.08952404189398865,0
12,4,0.09366692760850895,0
12,5,0.09632127736042474,0
12,6,0.09123935392296864,0
12,7,0.09096443105241463,0
12,8,0.0860201324652445,0
12,9,0.09914767466866067,0
12,10,0.11430677552652613,0
12,11,0.11881066281646198,0
12,12,0.13942691335706237,0
12,13,0.12998702005134652,0
12,14,0.1160825167975021,0
12,15,0.1076294553595731,0
12,16,0.0984763796597801,0
12,17,0.09973865119571627,0
12,18,0.0944600213430534,0
12,19,0.08966704630508891,0
12,20,0.0790379002800011,0
12,21,0.10593175909756462,0
12,22,0.0977459549536013,0
12,23,0.10661590832153603,0
12,24,0.0986538718183087,0
12,25,0.0950648251681844,0
12,26,0.07941438524280314,0
12,27,0.08370056294722353,0
12,28,0.07948990813018839,0
12,29,0.07897098552320275,0
12,30,0.0840373522669064,0
12,31,0.0859446658775812,0
12,32,0.06841253539521039,0
12,33,0.05695061653181298,0
12,34,0.06321173618915965,0
12,35,0.06099772746662286,0
12,36,0.039148181707828994,0
12,37,0.0335417791197934,0
13,1,0.10938367044604329,0
13,2,0.10603894790243937,0
13,3,0.12463112585939444,0
13,4,0.1516692657558895,0
13,5,0.13159629266474532,0
13,6,0.11169980096590104,0
13,7,0.08496976341198359,0
13,8,0.08206045584470788,0
13,9,0.07468174534900558,0
13,10,0.09398404700915727,0
13,11,0.10112872644018692,0
13,12,0.10888780802791365,0
13,13,0.10237484524262397,0
13,14,0.0840446043750881,0
13,15,0.07318508320579165,0
13,16,0.07730248394170826,0
13,17,0.07295133753560475,0
13,18,0.09726147084632544,0
13,19,0.10445129420705239,0
13,20,0.09821323204142211,0
13,21,0.09424655422464809,0
13,22,0.09141736157923214,0
13,23,0.06670477536447794,0
13,24,0.07564008682036069,0
13,25,0.0812280612744397,0
13,26,0.08801119817333111,0
13,27,0.08738833145441728,0
13,28,0.0913840203433222,0
13,29,0.08471272497571096,0
13,30,0.09076840644903042,0
13,31,0.07929254308480276,0
13,32,0.07685284765724194,0
13,33,0.07618538702040167,0
13,34,0.07230726617121155,0
13,35,0.058670850647190964,0
13,36,0.0699658709396875,0
13,37,0.108799119142066,0
14,1,0.06978235749080457,0
14,2,0.07302052322016253,0
14,3,0.05877581138040232,0
14,4,0.06580767700716723,0
14,5,0.05645595997145284,0
14,6,0.05094574094824703,0
14,7,0.06508764317654077,0
14,8,0.06323109475434374,0
14,9,0.07179822748048492,0
14,10,0.08531697353940829,0
14,11,0.10668835854811569,0
14,12,0.0964557689607459,0
14,13,0.11459016734766372,0
14,14,0.11692452883398008,0
14,15,0.10614353346416924,0
14,16,0.09485232233991321,0
14,17,0.11098909374938608,0
14,18,0.09229817575346141,0
14,19,0.08121201664877664,0
14,20,0.090065787592374,0
14,21,0.09436611826024757,0
14,22,0.08197453236465868,0
14,23,0.08710407020389227,0
14,24,0.09131074197547874,0
14,25,0.08253804176286972,0
14,26,0.08094679724688794,0
14,27,0.0800968059629631,0
14,28,0.07797848096064894,0
14,29,0.09232914608567624,0
14,30,0.09596232634179655,0
14,31,0.09155353769969703,0
14,32,0.10458470019711028,0
14,33,0.10678967214474952,0
14,34,0.0926122895292489,0
14,35,0.09501302592803706,0
14,36,0.1057206534048082,0
14,37,0.0660008569669373,0
15,1,0.07600537849988524,0
15,2,0.06633493776448973,0
15,3,0.0634363894900566,0
15,4,0.07529052331795796,0
15,5,0.08428760248935648,0
15,6,0.08448473326605252,0
15,7,0.09803570325498195,0
15,8,0.1242382494088402,0
15,9,0.12945343137170295,0
15,10,0.12167126002286455,0
15,11,0.11717550054684889,0
15,12,0.11094681689358846,0
15,13,0.09148028492473152,0
15,14,0.08391464784443084,0
15,15,0.08103866381797178,0
15,16,0.08035180931462985,0
15,17,0.07760020455815028,0
15,18,0.08621669109833859,0
15,19,0.07470594346913065,0
15,20,0.08125873152160418,0
15,21,0.07611430167979474,0
15,22,0.08360707738671445,0
15,23,0.08354119646191757,0
15,24,0.09266428024788902,0
15,25,0.08225209135209002,0
15,26,0.08563540022302396,0
15,27,0.07440607766042526,0
15,28,0.06389163285496312,0
15,29,0.06961205088335908,0
15,30,0.07064832631904479,0
15,31,0.06667737125982412,0
15,32,0.06846216397041228,0
15,33,0.0707727201687085,0
15,34,0.05547373121881785,0
15,35,0.0596094563974889,0
15,36,0.06915970038271099,0
15,37,0.0728466597425767,0
16,1,0.10745815176709277,0
16,2,0.11685943303735233,0
16,3,0.0975162045444867,0
16,4,0.08702220326025178,0
16,5,0.07715167044998344,0
16,6,0.09260642399083537,0
16,7,0.07234219234136607,0
16,8,0.07856191860645803,0
16,9,0.08188703421598971,0
16,10,0.09917890357872748,0
16,11,0.08361588911145136,0
16,12,0.09039838618401627,0
16,13,0.10634474797185597,0
16,14,0.10159243929760567,0
16,15,0.09209477364587311,0
16,16,0.09321602846597947,0
16,17,0.08469304984339786,0
16,18,0.07136820964838456,0
16,19,0.10227482054359613,0
16,20,0.1018311373717388,0
16,21,0.10705379441718918,0
16,22,0.10310654817544081,0
16,23,0.12636269000887723,0
16,24,0.11247790893176615,0
16,25,0.10331915748549067,0
16,26,0.0971552164862717,0
16,27,0.11369616460974893,0
16,28,0.10183699996468228,0
16,29,0.08006056053295234,0
16,30,0.0836333031064355,0
16,31,0.0824868811055158,0
16,32,0.07537130894299357,0
16,33,0.06769456639768794,0
16,34,0.07510872792245245,0
16,35,0.07959622662297963,0
16,36,0.0912371343339147,0
16,37,0.1007494396211012,0
17,1,0.07050115772250679,1
17,2,0.06174983967890868,1
17,3,0.0599057433730355,1
17,4,0.0564226484070726,1
17,5,0.05500983792324192,1
17,6,0.04902416213143033,1
17,7,0.04973367891473792,1
17,8,0.058719020340545616,1
17,9,0.07474088446902373,1
17,10,0.08950799177926419,1
17,11,0.10979646172922072,1
17,12,0.1016236950406401,1
17,13,0.0936266397515461,1
17,14,0.08958961796902926,1
17,15,0.0987641436348305,1
17,16,0.08693491637140038,1
17,17,0.08987366093653609,1
17,18,0.09579268844075747,1
17,19,0.10833321117624181,1
17,20,0.09162190413211385,1
17,21,0.09699552702684078,1
17,22,0.11109517222111409,1
17,23,0.143642972992481,1
18,1,0.09361224880838485,0
18,2,0.09438247173682092,0
18,3,0.08798181959890687,0
18,4,0.08761624754298664,0
18,5,0.10277603137227476,0
18,6,0.09094757519627875,0
18,7,0.10559027223506515,0
18,8,0.10858772837112021,0
18,9,0.10468444700605657,0
18,10,0.09488800347886833,0
18,11,0.10870821663082138,0
18,12,0.11130771462450662,0
18,13,0.10479220910850026,0
18,14,0.08589490725195181,0
18,15,0.08058989106690453,0
18,16,0.0738883009320134,0
18,17,0.0512240545508726,0
18,18,0.051875850732491416,0
18,19,0.061031075605060735,0
18,20,0.07416775394735539,0
18,21,0.0716923228712482,0
18,22,0.08089173468611699,0
18,23,0.0847064617009704,0
18,24,0.08641637430033575,0
18,25,0.07857824546852914,0
18,26,0.10312469346306878,0
18,27,0.10247665277427916,0
18,28,0.09795577473019643,0
18,29,0.10129515942541081,0
18,30,0.10310829303899674,0
18,31,0.07905098040004994,0
18,32,0.07258060894055204,0
18,33,0.07628963335281447,0
18,34,0.0674409549392696,0
18,35,0.0631971867644775,0
18,36,0.06154958686010155,0
18,37,0.064860657059168,0
19,1,0.1407356881314204,0
19,2,0.13704817833766259,0
19,3,0.12216569746877055,0
19,4,0.11585417386160743,0
19,5,0.09904706173143768,0
19,6,0.08729100358684337,0
19,7,0.08789795684923105,0
19,8,0.09085097858189316,0
19,9,0.11431523516790236,0
19,10,0.143671594319353,0
19,11,0.1621512637052099,0
19,12,0.1701849442585639,0
19,13,0.16121558478680226,0
19,14,0.1325451791367313,0
19,15,0.12343766431141283,0
19,16,0.11004627598503036,0
19,17,0.08623739454946369,0
19,18,0.08749679822432661,0
19,19,0.08516778620875236,0
19,20,0.08930624806209982,0
19,21,0.07981181720165911,0
19,22,0.07987763600399309,0
19,23,0.07247698666959353,0
19,24,0.06747094839064108,0
19,25,0.04622489276892795,0
19,26,0.04966688088579448,0
19,27,0.04994992146910244,0
19,28,0.04990854674330892,0
19,29,0.05938212953612785,0
19,30,0.05724292262700672,0
19,31,0.05292812750437279,0
19,32,0.06690874905128356,0
19,33,0.0659903649529003,0
19,34,0.06447613414411894,0
19,35,0.0759981696868337,0
19,36,0.0774441248731469,0
19,37,0.0370813570361719,0
20,1,0.08335768786089433,0
20,2,0.08335386919650525,0
20,3,0.06572715026273901,0
20,4,0.06715433810764126,0
20,5,0.059354343037025505,0
20,6,0.0566274915161704,0
20,7,0.07298968462241821,0
20,8,0.09001514140582563,0
20,9,0.08501175118450355,0
20,10,0.08224992338871961,0
20,11,0.08516844341991257,0
20,12,0.0876573659653294,0
20,13,0.0820839558019546,0
20,14,0.08679245899136356,0
20,15,0.08067295544927103,0
20,16,0.07992140699294507,0
20,17,0.06324778129195152,0
20,18,0.06978322639936596,0
20,19,0.08346929072265782,0
20,20,0.10178820979638403,0
20,21,0.11066923752689987,0
20,22,0.11410022451913253,0
20,23,0.09990944165711331,0
20,24,0.08363175220375665,0
20,25,0.07058558761639058,0
20,26,0.07506565498123319,0
20,27,0.07258501526691077,0
20,28,0.07539631498538987,0
20,29,0.08485057886651867,0
20,30,0.08828250203154302,0
20,31,0.07745020277957217,0
20,32,0.07377909147848302,0
20,33,0.07707550303493518,0
20,34,0.07322966646435765,0
20,35,0.0701255172923766,0
20,36,0.0713097431849528,0
20,37,0.0744337133067457,0
21,1,0.0684205812130015,0
21,2,0.07106353407873142,0
21,3,0.08108936494284494,0
21,4,0.09951633262424779,0
21,5,0.10825372747654323,0
21,6,0.11159462270069853,0
21,7,0.1236083208479178,0
21,8,0.15113877013131,0
21,9,0.13122348117098326,0
21,10,0.11334262279790137,0
21,11,0.12848676645214369,0
21,12,0.1323530839097054,0
21,13,0.09505707589264359,0
21,14,0.09481057949210206,0
21,15,0.11681809720614214,0
21,16,0.09484440357087348,0
21,17,0.07825589389302716,0
21,18,0.08493921179047918,0
21,19,0.08580847661157967,0
21,20,0.06912410602369985,0
21,21,0.07165005001347567,0
21,22,0.1085466067939022,0
21,23,0.10285157647438899,0
21,24,0.10117111530297851,0
21,25,0.11614193310575986,0
21,26,0.14011258851479513,0
21,27,0.10410909917513178,0
21,28,0.09696447180086928,0
21,29,0.10178124912557093,0
21,30,0.08343043016930361,0
21,31,0.05364943076825777,0
21,32,0.05103526321131532,0
21,33,0.060718157064123104,0
21,34,0.057170722543404225,0
21,35,0.0554667274375804,0
21,36,0.05835898977080805,0
21,37,0.0718485354616254,0
22,1,0.08957055467021746,0
22,2,0.11571147236217563,0
22,3,0.1130025057037068,0
22,4,0.11726675431490241,0
22,5,0.12829329790648641,0
22,6,0.13158462464632315,0
22,7,0.09656551229879796,0
22,8,0.09491318901371126,0
22,9,0.0963436378531421,0
22,10,0.07851873117307472,0
22,11,0.08147467624448693,0
22,12,0.08417889338450281,0
22,13,0.08783257928575364,0
22,14,0.07918605123500376,0
22,15,0.07962536800852055,0
22,16,0.07686570599526468,0
22,17,0.06870289632633933,0
22,18,0.05896970943834286,0
22,19,0.06970776127710994,0
22,20,0.07419774333057638,0
22,21,0.07209917546662829,0
22,22,0.0780151302305024,0
22,23,0.08344982831211625,0
22,24,0.06971035301178692,0
22,25,0.056793749920557524,0
22,26,0.053985906589752865,0
22,27,0.052902000584235644,0
22,28,0.051095887471421096,0
22,29,0.06418241860836353,0
22,30,0.06211546844634076,0
22,31,0.07283460446236878,0
22,32,0.0763953957878745,0
22,33,0.07103485089538866,0
22,34,0.06154776217087257,0
22,35,0.07045105517253174,0
22,36,0.05534594565700465,0
22,37,0.0371463078062719,0
23,1,0.130852539233128,0
23,2,0.1353472980421846,0
23,3,0.08036331943664729,0
23,4,0.0890403022365921,0
23,5,0.09391308274622374,0
23,6,0.10420839713976209,0
23,7,0.10613988142144645,0
23,8,0.10984168821506173,0
23,9,0.09230097647579506,0
23,10,0.08166393964879641,0
23,11,0.06955004146699192,0
23,12,0.07250025472282777,0
23,13,0.07266775764152106,0
23,14,0.09540104613054246,0
23,15,0.0984915183067255,0
23,16,0.10036509502077129,0
23,17,0.09634463887564437,0
23,18,0.10547250223113647,0
23,19,0.08365932456632315,0
23,20,0.09548787587108781,0
23,21,0.0915649171442146,0
23,22,0.08859750916491901,0
23,23,0.10569824672544725,0
23,24,0.11742389394026191,0
23,25,0.10093872761709873,0
23,26,0.10048948680706597,0
23,27,0.095584581838229,0
23,28,0.06364522811034547,0
23,29,0.05439562897225082,0
23,30,0.0646920820557179,0
23,31,0.06417842019992304,0
23,32,0.06291709983717023,0
23,33,0.0704969327583986,0
23,34,0.0722635803393971,0
23,35,0.06600598167090406,0
23,36,0.069560783408017,0
23,37,0.0643530281142991,0
24,1,0.05976792774468307,0
24,2,0.0876267813682238,0
24,3,0.08527501688118669,0
24,4,0.0785040465040472,0
24,5,0.09896079948818057,0
24,6,0.10190369799302201,0
24,7,0.07602925304247424,0
24,8,0.08185057667915077,0
24,9,0.08650046411627589,0
24,10,0.09511559073126735,0
24,11,0.09227764421408852,0
24,12,0.09799738580977045,0
24,13,0.10433236267230864,0
24,14,0.10474776070958389,0
24,15,0.07366904777670161,0
24,16,0.0772014516513149,0
24,17,0.07345978825828885,0
24,18,0.06574528213063421,0
24,19,0.0675384319097544,0
24,20,0.06243105979093474,0
24,21,0.06877681223159511,0
24,22,0.06741394665811154,0
24,23,0.06005082062466013,0
24,24,0.05793031261427621,0
24,25,0.06255146736113691,0
24,26,0.05111541055536004,0
24,27,0.04416155242938896,0
24,28,0.05064754666840852,0
24,29,0.05126441723672102,0
24,30,0.04869791404908902,0
24,31,0.05061626040466242,0
24,32,0.05452754658608052,0
24,33,0.0573857208223655,0
24,34,0.05975656078980815,0
24,35,0.06169617578641784,0
24,36,0.0659240655345593,0
24,37,0.0749819541350655,0
25,1,0.07285679535016079,0
25,2,0.07503145056807672,0
25,3,0.07995990377930053,0
25,4,0.058326952869092195,0
25,5,0.06054430629418962,0
25,6,0.0803526697365036,0
25,7,0.0878925388075005,0
25,8,0.08576550731928811,0
25,9,0.08749394406948108,0
25,10,0.08807623162512909,0
25,11,0.0705496251172103,0
25,12,0.07354065129839438,0
25,13,0.07757385971694919,0
25,14,0.07965612211720159,0
25,15,0.07570244249439381,0
25,16,0.1069236131152292,0
25,17,0.09294601613440791,0
25,18,0.1257213163295658,0
25,19,0.1258433399508267,0
25,20,0.1297813576998869,0
25,21,0.12854462462681307,0
25,22,0.13755957009627823,0
25,23,0.1081152718923987,0
25,24,0.11393939021922565,0
25,25,0.11877800411833964,0
25,26,0.09245545930036463,0
25,27,0.0816791991964257,0
25,28,0.07613147245729635,0
25,29,0.06771440839848736,0
25,30,0.05527941304830271,0
25,31,0.05911311262505429,0
25,32,0.07895477691381876,0
25,33,0.07791591342146695,0
25,34,0.08345309459806148,0
25,35,0.09115992406674918,0
25,36,0.1016102314683239,0
25,37,0.061972106924476,0
26,1,0.07429518508724312,0
26,2,0.0623490389621917,0
26,3,0.053540419936775684,0
26,4,0.05660250284672539,0
26,5,0.06460432446290301,0
26,6,0.06390993928123104,0
26,7,0.06881646086517029,0
26,8,0.07209249881883928,0
26,9,0.07013183768535476,0
26,10,0.09165261524274988,0
26,11,0.1003456321451599,0
26,12,0.09966072011550256,0
26,13,0.12007650403077474,0
26,14,0.13013708852007205,0
26,15,0.10380719328974623,0
26,16,0.09817178018403552,0
26,17,0.09796432975349054,0
26,18,0.07960154347949208,0
26,19,0.07008174117100835,0
26,20,0.06764356318011147,0
26,21,0.08792091617012424,0
26,22,0.08609984491988634,0
26,23,0.08088498998156016,0
26,24,0.09198519616178494,0
26,25,0.11454948966087988,0
26,26,0.0921701987849121,0
26,27,0.0928394709415024,0
26,28,0.10054392967145169,0
26,29,0.08866007676136396,0
26,30,0.06506614615962916,0
26,31,0.06793972139272551,0
26,32,0.06513892396778308,0
26,33,0.0550313486785929,0
26,34,0.054503648539737624,0
26,35,0.0579746771277997,0
26,36,0.0554064610044273,0
26,37,0.0439237701321388,0
27,1,0.08830413428433134,0
27,2,0.08932029307220471,0
27,3,0.06959844873504764,0
27,4,0.07234345548252458,0
27,5,0.0740991418649157,0
27,6,0.0634124611723775,0
27,7,0.06516292613604896,0
27,8,0.07136189995137746,0
27,9,0.08500465535250631,0
27,10,0.08883590881967778,0
27,11,0.10111327640412733,0
27,12,0.10437387631080533,0
27,13,0.09993569762663478,0
27,14,0.08654420033730931,0
27,15,0.07892032292131368,0
27,16,0.06769956128943769,0
27,17,0.07239998588325133,0
27,18,0.07936654730864814,0
