Entropy,Episode,Success
0.13386018090648485,0,1
0.12661230456587685,0,1
0.053039039074368174,0,1
0.05585459682819717,0,1
0.08407576032409614,0,1
0.15708753570123227,0,1
0.13296816979463436,0,1
0.11120091455705898,0,1
0.06739109421127379,0,1
0.04399393905167214,0,1
0.1046794890596227,0,1
0.16444161936019375,0,1
0.12650271997171908,0,1
0.09313871813027362,0,1
0.11153534581195895,0,1
0.05881674076726216,0,1
0.09592010308689426,0,1
0.09614853710812468,0,1
0.08253973951377416,0,1
0.12891648062805605,0,1
0.07105118384129813,0,1
0.047037280855127275,0,1
0.03900295691718193,0,1
0.0497533504221474,1,0
0.04866645293333617,1,0
0.13275596367306994,1,0
0.14975654795964752,1,0
0.15879754162335458,1,0
0.08464988793412198,1,0
0.0863459088635661,1,0
0.23719730217525647,1,0
0.20735793155662968,1,0
0.1273880502414378,1,0
0.10397742728263915,1,0
0.08376871487570625,1,0
0.07772561403772094,1,0
0.11095659185403152,1,0
0.0661005092213624,1,0
0.10208701218869931,1,0
0.06585598684499437,1,0
0.04755102790704668,1,0
0.09516102188618197,1,0
0.057469256314031894,1,0
0.0755095707319369,1,0
0.05986890390431401,1,0
0.0912089108812332,1,0
0.03829646970793665,1,0
0.04680888788340132,1,0
0.06587066814137825,1,0
0.043029100159298866,1,0
0.09525060349742501,1,0
0.03629537778179492,1,0
0.07516805187915826,1,0
0.03889445333989473,1,0
0.04613506738092279,1,0
0.11187984253260348,1,0
0.030677706265932258,1,0
0.04350376283789393,1,0
0.04357429339809979,1,0
0.05605656931570129,1,0
0.050536942198438205,1,0
0.05331162122185323,1,0
0.04118165897995317,1,0
0.04380642284335351,1,0
0.08490253865986182,2,0
0.10394361336616253,2,0
0.056749728130389636,2,0
0.0687581273773195,2,0
0.107001018701163,2,0
0.12492076865815935,2,0
0.1421715195478038,2,0
0.09590771386278892,2,0
0.04846452449657204,2,0
0.13963394858681827,2,0
0.1825920536788515,2,0
0.05345157648788849,2,0
0.1459684290497631,2,0
0.1239831584593864,2,0
0.08673258697487735,2,0
0.13054350738312687,2,0
0.04389371171693273,2,0
0.10816537072545318,2,0
0.05217582821258082,2,0
0.08774256699743166,2,0
0.08009889250104536,2,0
0.0563092821354375,2,0
0.14303311183467568,2,0
0.075390983185608,2,0
0.05456126232908638,2,0
0.05109851406665166,2,0
0.09196176610499111,2,0
0.06135705876354802,2,0
0.04842957114256559,2,0
0.06186401281496263,2,0
0.036274839324558585,2,0
0.12047414447666083,2,0
0.08343465809481396,2,0
0.06376954388385266,2,0
0.05488417124907967,2,0
0.09621179593583343,2,0
0.11375190504023214,2,0
0.11520775506459695,2,0
0.0916470914354515,2,0
0.0802997766954585,2,0
0.11734564769036093,2,0
0.07868135493604149,3,1
0.10267670314147581,3,1
0.06325739257494928,3,1
0.0591574504490612,3,1
0.05819495326282574,3,1
0.08888217652841453,3,1
0.12100889909793874,3,1
0.16804166131400178,3,1
0.10481305438390942,3,1
0.20170310040924888,3,1
0.12554618311993024,3,1
0.05525413199292919,3,1
0.07412136709760274,3,1
0.20228087645414655,3,1
0.07858947196476007,3,1
0.09296771026202467,3,1
0.05164411806377989,3,1
0.06923329608744896,3,1
0.08919547930780165,3,1
0.0729943038184972,3,1
0.05532457523227503,3,1
0.06628511786976105,4,0
0.12634308223023635,4,0
0.06818968753388219,4,0
0.08733620728277307,4,0
0.10080910037244165,4,0
0.07818650807302033,4,0
0.09537049933828605,4,0
0.07793734653884406,4,0
0.10970897244220633,4,0
0.04309747246053335,4,0
0.10790449847733052,4,0
0.03543631985922501,4,0
0.04255043887944092,4,0
0.11309034028513762,4,0
0.07120611777767659,4,0
0.09218228345625529,4,0
0.048605425477837354,4,0
0.04070938840723289,4,0
0.0524631937121297,4,0
0.06960917128882842,4,0
0.04562984389556156,4,0
0.04379449458448987,4,0
0.078199908299845,4,0
0.13255496328337865,4,0
0.05045142823722106,4,0
0.04831201088951854,4,0
0.04226292858268446,4,0
0.04220330476612614,4,0
0.13255495540845977,4,0
0.07357126078737597,4,0
0.08950634555375127,4,0
0.11275479362963631,4,0
0.101028201668563,4,0
0.06347576006762302,4,0
0.0701625348533115,4,0
0.08936171848212311,4,0
0.09488944775276328,4,0
0.08126379427812921,4,0
0.1627772252783473,4,0
0.04331247182669122,4,0
0.07156755199129461,4,0
0.09259271507246944,5,0
0.10070614007811587,5,0
0.14149160986602533,5,0
0.09499813445575657,5,0
0.24633832715329038,5,0
0.12000008753096766,5,0
0.1002418682489191,5,0
0.06460694492504129,5,0
0.04150692724152523,5,0
0.21289706440293613,5,0
0.08916117337638708,5,0
0.0975076715155953,5,0
0.029862094421212217,5,0
0.07715225330065312,5,0
0.09225618545073622,5,0
0.04467480084046256,5,0
0.058207140805430636,5,0
0.12579992830462894,5,0
0.0918588944276504,5,0
0.20597625384708582,5,0
0.3017368505105965,5,0
0.093569121475853,5,0
0.21823505701544105,5,0
0.14099506261838668,5,0
0.10848103484641004,5,0
0.08913713429462895,5,0
0.15455077341327333,5,0
0.07979144425926618,5,0
0.10940735220730188,5,0
0.0452061891018772,5,0
0.11304619942576233,5,0
0.09042443980067781,5,0
0.07929880480493057,5,0
0.28525572606329597,5,0
0.13823410435295552,5,0
0.14287597889865505,5,0
0.09608350068273873,5,0
0.0824530531743022,5,0
0.10881167769270561,5,0
0.0742576582260411,5,0
0.03887111672950614,5,0
0.12678600783738672,6,0
0.1378423271752303,6,0
0.051727658500684164,6,0
0.10352221445284136,6,0
0.11353907605698224,6,0
0.06463012542495543,6,0
0.05082753177183077,6,0
0.08931646861083171,6,0
0.16263067935347278,6,0
0.08442834308809982,6,0
0.07142651281625774,6,0
0.08337437268262506,6,0
0.049445299635073034,6,0
0.05464302601572837,6,0
0.10838864226391834,6,0
0.07422468222026703,6,0
0.20795355678203953,6,0
0.04870507153060489,6,0
0.1284846258599529,6,0
0.10619075565057223,6,0
0.04629089259400417,6,0
0.1208873650110609,6,0
0.08073196546168822,6,0
0.05441382398378936,6,0
0.16175257005100036,6,0
0.06922059551511762,6,0
0.08442729429439493,6,0
0.02835193489384172,6,0
0.13476715855264693,6,0
0.13240967595086972,6,0
0.05042265507245755,6,0
0.10730177215909412,6,0
0.13201332398381035,6,0
0.10688690030952222,6,0
0.09032994984174574,6,0
0.11374078354854264,6,0
0.10531050591784168,6,0
0.09589052389672133,6,0
0.0494464303460658,6,0
0.07924580548522683,6,0
0.049110106008302776,6,0
0.07323609666204978,7,1
0.0731145413501664,7,1
0.09170853593518413,7,1
0.0703906963267094,7,1
0.06171005998700084,7,1
0.05984061811949547,7,1
0.0848667409676306,7,1
0.052499312228637664,7,1
0.0675298581650694,7,1
0.04666367338927049,7,1
0.0648945785917247,7,1
0.1405218438840725,7,1
0.15595022661848218,7,1
0.04712918021704887,7,1
0.11232337000887394,7,1
0.024458173040419386,7,1
0.0809055327873416,7,1
0.059880119615552396,7,1
0.053869413714463354,7,1
0.047913702421464664,7,1
0.06885429554633626,7,1
0.04199026450100126,7,1
0.055890603664793856,7,1
0.16945619468508907,8,0
0.029857633909864366,8,0
0.05778130651950403,8,0
0.07405399533037563,8,0
0.05325671094563826,8,0
0.1149961249028327,8,0
0.06610949229051385,8,0
0.05652594885562967,8,0
0.08958594205215975,8,0
0.046489818530879023,8,0
0.12244509248910196,8,0
0.08101836816385773,8,0
0.08872393328681293,8,0
0.047195692504441125,8,0
0.050222444165204896,8,0
0.11976088561378861,8,0
0.047362209152985245,8,0
0.08305270235548495,8,0
0.07334979681661023,8,0
0.07530418398815512,8,0
0.09310621647439604,8,0
0.052094340085999,8,0
0.04681885651063959,8,0
0.05678374069575655,8,0
0.061720964977087206,8,0
0.054869521103406545,8,0
0.052421986046466605,8,0
0.08961563081821514,8,0
0.050806734531725344,8,0
0.0665407892190506,8,0
0.05217910324612415,8,0
0.04737669389390789,8,0
0.05876745927134125,8,0
0.05851050049264273,8,0
0.04148947948097901,8,0
0.05686461780630027,8,0
0.045948724185872404,8,0
0.0507786640453225,8,0
0.05591964618815419,8,0
0.054251357802416356,8,0
0.0598948122414465,8,0
0.07070562781396364,9,1
0.15521224216596483,9,1
0.06426537477156469,9,1
0.05340796920267211,9,1
0.060690585074882966,9,1
0.09565204240427903,9,1
0.056376172690718346,9,1
0.19446499498853678,9,1
0.12130036902919374,9,1
0.14023566126475395,9,1
0.07727696592729763,9,1
0.06981422457726026,9,1
0.12739281987136497,9,1
0.13198388253427354,9,1
0.05228664880812879,9,1
0.05094114456682168,9,1
0.07762441491111008,9,1
0.07540271521513665,9,1
0.05354979605451888,9,1
0.08300523868426657,9,1
0.09342097438970184,9,1
0.05645949615188284,9,1
0.061650767554954966,9,1
0.05591034433474969,9,1
0.050579580382481296,9,1
0.11877453659714936,10,0
0.07506181175904451,10,0
0.11528562940052094,10,0
0.06540697051578791,10,0
0.08553552815919875,10,0
0.11432632793756495,10,0
0.0698957447410094,10,0
0.08456853314612492,10,0
0.05087808269780718,10,0
0.07577350206140111,10,0
0.07801490723521384,10,0
0.07921735496577538,10,0
0.04605343732214691,10,0
0.09156782791034249,10,0
0.11146336670573034,10,0
0.13874728056317667,10,0
0.06915757232924266,10,0
0.0773990141977947,10,0
0.04803321590001282,10,0
0.06525990725838259,10,0
0.06767755374068822,10,0
0.06831991401987211,10,0
0.08088300244678108,10,0
0.060220967189548405,10,0
0.12303206497309775,10,0
0.05828769986542395,10,0
0.05272824533212382,10,0
0.1281110420462934,10,0
0.07857555083615334,10,0
0.0905465302597934,10,0
0.07926731501182235,10,0
0.04445509596643802,10,0
0.09607918009925638,10,0
0.12334843450013673,10,0
0.05243951358156602,10,0
0.06404441080783525,10,0
0.049293688459100135,10,0
0.06443661888756579,10,0
0.14188940360500044,10,0
0.04045225429885369,10,0
0.13024515618986568,10,0
0.08075803021715068,11,0
0.11296208370155308,11,0
0.059622103414394764,11,0
0.12395947042508514,11,0
0.17028565899424988,11,0
0.07599309734515847,11,0
0.1570292665531504,11,0
0.11839476680957144,11,0
0.21425081755549621,11,0
0.0847175747952528,11,0
0.1598949328353415,11,0
0.06677728546159332,11,0
0.09360985380313275,11,0
0.14845895553065097,11,0
0.09314022618570475,11,0
0.07381260446563125,11,0
0.09884995330440327,11,0
0.09349614838645702,11,0
0.16705150137979125,11,0
0.1272904038782588,11,0
0.08036397325404754,11,0
0.13397521751971508,11,0
0.06998181661449662,11,0
0.07290529218115302,11,0
0.067639925462261,11,0
0.052307457485652784,11,0
0.1063853941447904,11,0
0.046960327095852884,11,0
0.05514214013310187,11,0
0.14909239067118563,11,0
0.09036497002446253,11,0
0.062136194543097815,11,0
0.13014136096714413,11,0
0.21750070094607063,11,0
0.06702156763596777,11,0
0.11288509005996375,11,0
0.05571936775041129,11,0
0.08688236092397889,11,0
0.07776091660942404,11,0
0.0759048867470892,11,0
0.06641903753812982,11,0
0.14197350390422137,12,0
0.0947944513479454,12,0
0.07325058787319155,12,0
0.03804156554203574,12,0
0.1225981714901308,12,0
0.05178244864297883,12,0
0.08144618532285336,12,0
0.06881094615505096,12,0
0.08759871570649148,12,0
0.043895372875520866,12,0
0.16586898941002687,12,0
0.10216061389545485,12,0
0.0820826949146299,12,0
0.062189098519210985,12,0
0.04252075852275074,12,0
0.1411474964741761,12,0
0.16779832491253577,12,0
0.1578781992039572,12,0
0.0847085349688902,12,0
0.14560201122575278,12,0
0.09394802994559687,12,0
0.09827580864331355,12,0
0.11561289201431246,12,0
0.03894315646992514,12,0
0.15191336890543367,12,0
0.06755488068228248,12,0
0.0743109334534911,12,0
0.06246716188887336,12,0
0.1734124505577428,12,0
0.11098434818561692,12,0
0.11190464752195613,12,0
0.034500750937354406,12,0
0.044521928638251884,12,0
0.09516025093083659,12,0
0.13241523670771888,12,0
0.09085137343678044,12,0
0.03190613790242638,12,0
0.06985376235677,12,0
0.1046968189842106,12,0
0.04475458429586462,12,0
0.033541779119793454,12,0
0.046271443071336966,13,0
0.12802737752162238,13,0
0.16148616085860135,13,0
0.049271507938884525,13,0
0.19392552127625284,13,0
0.04832070437996191,13,0
0.03778273050588579,13,0
0.14433950693587672,13,0
0.12254988913223946,13,0
0.17720190855823328,13,0
0.14128159416473737,13,0
0.17297342998836088,13,0
0.04397464148015605,13,0
0.02306743063801807,13,0
0.043551720788645935,13,0
0.1267350563283587,13,0
0.13607987750984935,13,0
0.1404861497809145,13,0
0.05879082779316629,13,0
0.08234712872727966,13,0
0.09417024240191027,13,0
0.04442867317217001,13,0
0.08618854393443222,13,0
0.07937783147274935,13,0
0.06059139669676205,13,0
0.2157209089555137,13,0
0.08037778997580472,13,0
0.05499823310628098,13,0
0.05954444238887926,13,0
0.046445433469682204,13,0
0.09215797788174278,13,0
0.12505434725521847,13,0
0.08293810537667604,13,0
0.09346012688333624,13,0
0.04333109987511316,13,0
0.1121364223262673,13,0
0.09169787041716226,13,0
0.1132165127432733,13,0
0.03608081006219795,13,0
0.03113262273730904,13,0
0.10879911914206608,13,0
0.08091279600558748,14,0
0.10898422309354304,14,0
0.0789431180580947,14,0
0.10110894278537999,14,0
0.030071274354407915,14,0
0.12320883239896423,14,0
0.03647651445099481,14,0
0.09990865713035058,14,0
0.05924650911930545,14,0
0.0462621030011977,14,0
0.051985273200163225,14,0
0.0716358425848193,14,0
0.05315007195177867,14,0
0.03169541400327641,14,0
0.1169716141426663,14,0
0.04270253108917812,14,0
0.11447150621552521,14,0
0.12074380224639547,14,0
0.1385523390468135,14,0
0.06580866620581721,14,0
0.1333745230237673,14,0
0.12614331364710704,14,0
0.06683882539734128,14,0
0.08209628342553339,14,0
0.14649252325318166,14,0
0.03991993304414403,14,0
0.0707125181236831,14,0
0.11110768011532808,14,0
0.10359793676490121,14,0
0.08453459377523719,14,0
0.065567622240312,14,0
0.09174587698161549,14,0
0.06724417905228294,14,0
0.09564171418499234,14,0
0.08028463735561293,14,0
0.05497599722874124,14,0
0.16349920260675196,14,0
0.08541008033288447,14,0
0.07359777097449481,14,0
0.1454404498426791,14,0
0.0660008569669373,14,0
0.06542248623375915,15,0
0.15035445233965897,15,0
0.09110037196231552,15,0
0.1193835707398509,15,0
0.10073030752932988,15,0
0.05192574514860838,15,0
0.06778651149015683,15,0
0.06548756374049812,15,0
0.09409676459083337,15,0
0.05237810385235223,15,0
0.03743300377644268,15,0
0.12705718062966362,15,0
0.11047295959749073,15,0
0.0950824184743135,15,0
0.12013295379699947,15,0
0.16844573454573394,15,0
0.15313309044397733,15,0
0.07156210285329874,15,0
0.07260362109423524,15,0
0.0889895355306972,15,0
0.0711130747014492,15,0
0.11530490504247387,15,0
0.05718218272100359,15,0
0.06916934857752557,15,0
0.07523151174829945,15,0
0.11419550740239073,15,0
0.05775116689643413,15,0
0.08994612298337129,15,0
0.043447199368478365,15,0
0.112695390282898,15,0
0.11386610277840632,15,0
