Episode,Timestep,Window_Avg_Entropy,Success
0,1,0.06432313207555378,1
0,2,0.09900596428450847,1
0,3,0.1247104886066542,1
0,4,0.13375220668430846,1
0,5,0.10385339285432231,1
0,6,0.07419531594000156,1
0,7,0.07202150744085617,1
0,8,0.10437168249049616,1
0,9,0.13187460946384513,1
0,10,0.12802768582072876,1
0,11,0.1103922613046505,1
0,12,0.0878302682364982,1
0,13,0.08875739655537174,1
0,14,0.08362846032076031,1
0,15,0.09153612656959763,1
0,16,0.10253491908331823,1
0,17,0.09416913466104272,1
0,18,0.0823349817748271,1
0,19,0.052363807204535734,1
0,20,0.04302011888615455,1
0,21,0.0390029569171819,1
1,1,0.1471033510853573,0
1,2,0.13106799250570797,0
1,3,0.10993111280701418,0
1,4,0.13606436632431482,0
1,5,0.17696704753181736,0
1,6,0.19064776132444128,0
1,7,0.14624113636023547,0
1,8,0.1050447307999277,0
1,9,0.08849058539868872,0
1,10,0.09081697358915286,0
1,11,0.0849275717043716,0
1,12,0.09304803775469773,0
1,13,0.07801450275168534,0
1,14,0.07183134231358006,0
1,15,0.0695226788794076,0
1,16,0.06672710203575342,0
1,17,0.07604661631071687,0
1,18,0.06428257698342756,0
1,19,0.07552912850582803,0
1,20,0.06312476149782793,0
1,21,0.058771422824190366,0
1,22,0.050325341910905354,0
1,23,0.05190288539469277,0
1,24,0.06805012393270066,0
1,25,0.05819169381283956,0
1,26,0.06890467771945936,0
1,27,0.05011929433361593,0
1,28,0.05339919086665853,0
1,29,0.06563645441780692,0
1,30,0.0628975387264861,0
1,31,0.06202043721214317,0
1,32,0.039251920833975266,0
1,33,0.04771154185056494,0
1,34,0.05005593497074636,0
1,35,0.053301710911997535,0
1,36,0.048343407466748166,0
1,37,0.04609990101505327,0
1,38,0.042494040911653305,0
1,39,0.0438064228433535,0
2,1,0.07750295806962404,0
2,2,0.10022663824554727,0
2,3,0.12469776896904204,0
2,4,0.121000000689584,0
2,5,0.09551458596905489,0
2,6,0.0946687289820597,0
2,7,0.12356350892074724,0
2,8,0.12522585958451937,0
2,9,0.12733735307216767,0
2,10,0.1078010546656793,0
2,11,0.11889472482800893,0
2,12,0.1137530842724635,0
2,13,0.08705660202497893,0
2,14,0.09420086327517087,0
2,15,0.06807830355165553,0
2,16,0.08269458864515516,0
2,17,0.0733390959036859,0
2,18,0.07471691387797147,0
2,19,0.09314709549038613,0
2,20,0.09157779238524037,0
2,21,0.09099511911645664,0
2,22,0.060350253193781976,0
2,23,0.065873847500243,0
2,24,0.06813911297839689,0
2,25,0.06724946533703487,0
2,26,0.05721688090702537,0
2,27,0.04885614109402887,0
2,28,0.07287099887206062,0
2,29,0.0800612139653444,0
2,30,0.0892261154851091,0
2,31,0.06736279107591538,0
2,32,0.07162183702292187,0
2,33,0.08828262407504837,0
2,34,0.10839048534688746,0
2,35,0.1068689171800935,0
2,36,0.09571820773183563,0
2,37,0.0964308386070903,0
2,38,0.0988227121929097,0
2,39,0.1173456476903609,0
3,1,0.060203265428945364,1
3,2,0.06874486008010046,1
3,3,0.0893620096297263,1
3,4,0.1259775789801183,1
3,5,0.13128787159861657,1
3,6,0.15818593870238662,1
3,7,0.1440207793043628,1
3,8,0.12750113850736938,1
3,9,0.084973894070154,1
3,10,0.11055212518155944,1
3,11,0.1183305718388364,1
3,12,0.12461268622697703,1
3,13,0.07440043343018814,1
3,14,0.0712817081377511,1
3,15,0.07002429781967677,1
3,16,0.07714102640458256,1
3,17,0.07250478611952459,1
3,18,0.0641594395253861,1
3,19,0.055324575232275,1
4,1,0.08544499839636556,0
4,2,0.08877727190941163,0
4,3,0.09145536926124931,0
4,4,0.08383145131671677,0
4,5,0.09433893943977877,0
